Date,MMWR_week,Location,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
11/10/2021,45,MD,4447667,73.6,4018160,66.5,628557,15.6
11/10/2021,45,CA,29895805,75.7,24475803,61.9,3110515,12.7
11/10/2021,45,WV,882241,49.2,737000,41.1,48941,6.6
11/10/2021,45,WI,3692451,63.4,3420975,58.8,633907,18.5
11/10/2021,45,BP2,128985,0,123439,0,6966,5.6
11/10/2021,45,VI,56504,53.2,49688,46.7,4052,8.2
11/10/2021,45,IL,8442003,66.6,7742736,61.1,1160631,15
11/10/2021,45,MO,3533519,57.6,3080128,50.2,454887,14.8
11/10/2021,45,HI,1128870,79.7,852101,60.2,91026,10.7
11/10/2021,45,DD2,3496025,0,2705701,0,695,0
11/10/2021,45,NM,1535598,73.2,1313122,62.6,230281,17.5
11/10/2021,45,KS,1851640,63.6,1564830,53.7,221021,14.1
11/10/2021,45,UT,1984656,61.9,1744954,54.4,204534,11.7
11/10/2021,45,MP,37150,71.6,35091,67.7,4493,12.8
11/10/2021,45,VA2,3142660,0,2872593,0,405910,14.1
11/10/2021,45,MT,615850,57.6,545112,51,109865,20.2
11/10/2021,45,PA,10307941,80.5,7852488,61.3,718556,9.2
12/27/2020,53,DD2,0,0,0,0,,0
11/10/2021,45,CO,3950776,68.6,3580787,62.2,629882,17.6
11/10/2021,45,AZ,4503839,61.9,3904725,53.6,493565,12.6
11/10/2021,45,ID,888404,49.7,793956,44.4,148313,18.7
11/10/2021,45,OK,2392545,60.5,2003393,50.6,280695,14
11/10/2021,45,GU,132849,78.8,121996,72.4,12974,10.6
11/10/2021,45,VA,6167562,72.3,5440897,63.7,814988,15
11/10/2021,45,TN,3770325,55.2,3324908,48.7,542733,16.3
11/10/2021,45,VT,504587,80.9,448060,71.8,101485,22.6
11/10/2021,45,AS,35339,74.6,31162,65.8,503,1.6
11/10/2021,45,AK,439841,60.1,388583,53.1,74808,19.3
11/10/2021,45,US,224660453,67.7,194382921,58.5,26087147,13.4
11/10/2021,45,CT,2864703,80.3,2537914,71.2,370757,14.6
11/10/2021,45,AR,1771524,58.7,1463416,48.5,212045,14.5
11/10/2021,45,OR,2913813,69.1,2669300,63.3,425134,15.9
11/10/2021,45,MN,3729991,66.1,3476925,61.7,664674,19.1
11/10/2021,45,FM,47295,46.2,41495,40.6,574,1.4
11/10/2021,45,NJ,6768992,76.2,5941273,66.9,776969,13.1
11/10/2021,45,ND,425280,55.8,365703,48,65055,17.8
11/10/2021,45,AL,2701228,55.1,2218371,45.2,287703,13
11/10/2021,45,IN,3654788,54.3,3375048,50.1,495196,14.7
11/10/2021,45,LA,2523629,54.3,2235266,48.1,302700,13.5
11/10/2021,45,KY,2599466,58.2,2287634,51.2,371200,16.2
11/10/2021,45,TX,17964830,62,15607087,53.8,1978094,12.7
11/10/2021,45,WA,5339722,70.1,4879793,64.1,753756,15.4
11/10/2021,45,MI,5885185,58.9,5381337,53.9,959263,17.8
11/10/2021,45,DE,682850,70.1,589049,60.5,87845,14.9
11/10/2021,45,NE,1193358,61.7,1095447,56.6,180080,16.4
11/10/2021,45,PR,2645266,82.8,2362363,74,246222,10.4
11/10/2021,45,FL,14993740,69.8,12939646,60.2,1705266,13.2
11/10/2021,45,IH2,942405,45.2,776642,37.3,81780,10.5
11/10/2021,45,MA,5622817,81.6,4835489,70.2,659265,13.6
11/10/2021,45,RI,840830,79.4,757117,71.5,114273,15.1
11/10/2021,45,WY,299273,51.7,258081,44.6,48169,18.7
11/10/2021,45,NV,1979406,64.3,1648755,53.5,194387,11.8
11/10/2021,45,MH,24513,31.5,20765,26.7,223,1.1
11/10/2021,45,DC,540565,76.6,446165,63.2,48106,10.8
11/10/2021,45,MS,1566549,52.6,1376305,46.2,174296,12.7
11/10/2021,45,IA,1907672,60.5,1766405,56,341354,19.3
11/10/2021,45,GA,6108153,57.5,5179488,48.8,615616,11.9
11/9/2021,45,NV,1976584,64.2,1647401,53.5,190086,11.5
11/9/2021,45,NJ,6743218,75.9,5932492,66.8,731212,12.3
11/9/2021,45,AZ,4499482,61.8,3901482,53.6,483334,12.4
11/9/2021,45,DE,682650,70.1,588971,60.5,87696,14.9
11/9/2021,45,MD,4441811,73.5,4013299,66.4,601690,15
11/9/2021,45,ME,1047413,77.9,956661,71.2,160285,16.8
11/9/2021,45,GU,132744,78.8,121870,72.3,12094,9.9
11/9/2021,45,IH2,940620,45.2,775917,37.3,78478,10.1
11/9/2021,45,MS,1565060,52.6,1374832,46.2,169782,12.3
11/9/2021,45,MN,3722608,66,3474820,61.6,647448,18.6
11/9/2021,45,DC,539526,76.4,445765,63.2,47293,10.6
11/9/2021,45,CT,2860150,80.2,2536633,71.1,365561,14.4
11/9/2021,45,FL,14973862,69.7,12929870,60.2,1674675,13
11/9/2021,45,RI,839687,79.3,756788,71.4,112615,14.9
11/9/2021,45,PA,10273524,80.2,7847245,61.3,701188,8.9
11/9/2021,45,AR,1767997,58.6,1461655,48.4,203952,14
11/9/2021,45,AK,439443,60.1,388302,53.1,73330,18.9
11/9/2021,45,WY,298804,51.6,257742,44.5,46851,18.2
11/9/2021,45,NE,1193201,61.7,1095373,56.6,179878,16.4
11/9/2021,45,TN,3757414,55,3286161,48.1,528641,16.1
11/9/2021,45,UT,1982372,61.8,1742513,54.4,196581,11.3
11/9/2021,45,BP2,128914,0,123298,0,6868,5.6
11/9/2021,45,AL,2696907,55,2214496,45.2,276212,12.5
11/9/2021,45,VA2,3136676,0,2871194,0,390874,13.6
11/9/2021,45,ID,887266,49.6,792860,44.4,143902,18.1
11/9/2021,45,NC,6898582,65.8,5585280,53.3,500788,9
12/27/2020,53,IA,0,0,0,0,,0
11/9/2021,45,SD,559239,63.2,472663,53.4,75740,16
11/9/2021,45,SC,3001224,58.3,2598471,50.5,378143,14.6
11/9/2021,45,ND,424234,55.7,365337,47.9,63290,17.3
11/9/2021,45,WI,3685873,63.3,3418923,58.7,618022,18.1
11/9/2021,45,OK,2387803,60.3,2001258,50.6,274450,13.7
11/9/2021,45,WA,5335113,70.1,4876003,64,733754,15
11/9/2021,45,IN,3651855,54.2,3374129,50.1,488519,14.5
11/9/2021,45,NM,1533066,73.1,1311937,62.6,224883,17.1
11/9/2021,45,TX,17940843,61.9,15588676,53.8,1915128,12.3
11/9/2021,45,NY,14618489,75.1,13087967,67.3,1034671,7.9
11/9/2021,45,CA,29832369,75.5,24447383,61.9,3009275,12.3
11/9/2021,45,MA,5616316,81.5,4832962,70.1,649431,13.4
11/9/2021,45,IA,1903992,60.3,1765362,56,333185,18.9
11/9/2021,45,AS,35339,74.6,31162,65.8,503,1.6
11/9/2021,45,CO,3939283,68.4,3576239,62.1,604979,16.9
11/9/2021,45,KY,2595805,58.1,2285766,51.2,362361,15.9
11/9/2021,45,RP,18030,83.7,15726,73,1419,9
11/9/2021,45,MH,24513,31.5,20765,26.7,223,1.1
11/9/2021,45,OH,6579541,56.3,6102837,52.2,957851,15.7
11/9/2021,45,WV,881870,49.2,736848,41.1,48551,6.6
11/9/2021,45,IL,8429754,66.5,7734722,61,1133315,14.7
11/9/2021,45,OR,2909055,69,2667455,63.2,409881,15.4
11/9/2021,45,KS,1848112,63.4,1563560,53.7,214506,13.7
11/9/2021,45,PR,2642314,82.7,2360647,73.9,233609,9.9
11/9/2021,45,GA,6107299,57.5,5178787,48.8,615130,11.9
11/9/2021,45,LA,2521458,54.2,2233184,48,295284,13.2
12/16/2020,51,MN,0,0,0,0,,0
11/9/2021,45,US,224257467,67.5,194168611,58.5,25368545,13.1
11/9/2021,45,MO,3528110,57.5,3077747,50.1,445367,14.5
11/9/2021,45,VA,6155838,72.1,5436764,63.7,800930,14.7
11/9/2021,45,DD2,3495845,0,2700444,0,688,0
11/9/2021,45,NH,1078050,79.3,861698,63.4,24698,2.9
11/9/2021,45,MI,5875001,58.8,5377840,53.8,934601,17.4
11/9/2021,45,VT,503489,80.7,447859,71.8,99186,22.1
11/9/2021,45,VI,56419,53.1,49622,46.7,3916,7.9
11/9/2021,45,MT,615166,57.6,544622,51,107267,19.7
11/9/2021,45,MP,36983,71.3,35059,67.6,4249,12.1
11/9/2021,45,HI,1127067,79.6,851360,60.1,89414,10.5
11/9/2021,45,FM,47023,46,41241,40.3,308,0.7
11/8/2021,45,US,223944369,67.5,194001108,58.4,24795097,12.8
11/8/2021,45,MT,613607,57.4,543519,50.9,99159,18.2
11/8/2021,45,ND,424170,55.7,365299,47.9,63200,17.3
11/8/2021,45,UT,1975817,61.6,1734536,54.1,170859,9.9
11/8/2021,45,BP2,128637,0,122848,0,6231,5.1
11/8/2021,45,GA,6085263,57.3,5162771,48.6,568267,11
11/8/2021,45,CT,2857227,80.1,2535963,71.1,362956,14.3
11/8/2021,45,MO,3520005,57.4,3073621,50.1,428014,13.9
11/8/2021,45,IH2,939184,45.1,775653,37.2,76146,9.8
11/8/2021,45,FL,14956791,69.6,12923685,60.2,1649240,12.8
11/8/2021,45,AK,439232,60,388189,53.1,72836,18.8
11/8/2021,45,AR,1766991,58.6,1461195,48.4,202929,13.9
11/8/2021,45,WA,5320817,69.9,4863270,63.9,660196,13.6
11/8/2021,45,IA,1895374,60.1,1761963,55.8,302727,17.2
11/8/2021,45,OH,6579579,56.3,6103017,52.2,957706,15.7
11/8/2021,45,AZ,4496639,61.8,3899480,53.6,476780,12.2
11/8/2021,45,IN,3650520,54.2,3373285,50.1,485073,14.4
11/8/2021,45,SC,2998665,58.2,2597472,50.4,375437,14.5
11/8/2021,45,NE,1187129,61.4,1093202,56.5,164752,15.1
11/8/2021,45,KY,2593653,58.1,2284925,51.1,359208,15.7
11/8/2021,45,RP,18028,83.7,15726,73,1419,9
11/8/2021,45,NY,14606313,75.1,13080177,67.2,1018564,7.8
11/8/2021,45,MD,4437626,73.4,4010653,66.3,588196,14.7
11/8/2021,45,WY,297865,51.5,256772,44.4,43096,16.8
11/8/2021,45,NM,1531342,73,1311518,62.5,222004,16.9
11/8/2021,45,MP,36730,70.8,35031,67.6,4049,11.6
11/8/2021,45,CA,29810762,75.4,24437977,61.8,2983844,12.2
11/8/2021,45,GU,132720,78.8,121848,72.3,11860,9.7
11/8/2021,45,MI,5869999,58.8,5376121,53.8,923984,17.2
11/8/2021,45,AL,2695826,55,2213458,45.1,274387,12.4
11/8/2021,45,MS,1559999,52.4,1369833,46,154193,11.3
11/8/2021,45,MH,24513,31.5,20765,26.7,223,1.1
11/8/2021,45,NJ,6742051,75.9,5932079,66.8,730862,12.3
11/8/2021,45,VA2,3136599,0,2871175,0,390496,13.6
11/8/2021,45,FM,47023,46,41241,40.3,308,0.7
11/8/2021,45,NC,6882915,65.6,5582677,53.2,496451,8.9
11/8/2021,45,KS,1846129,63.4,1562948,53.6,211859,13.6
11/8/2021,45,PA,10216776,79.8,7819502,61.1,667444,8.5
11/8/2021,45,HI,1126982,79.6,851335,60.1,89260,10.5
11/8/2021,45,NV,1973989,64.1,1646482,53.5,187773,11.4
12/16/2020,51,MP,0,0,0,0,,0
11/8/2021,45,LA,2520619,54.2,2232372,48,293682,13.2
11/8/2021,45,PR,2642182,82.7,2360622,73.9,233573,9.9
11/8/2021,45,OR,2908539,69,2667323,63.2,409660,15.4
11/8/2021,45,WV,881552,49.2,736652,41.1,48251,6.6
11/8/2021,45,WI,3683404,63.3,3418034,58.7,612474,17.9
11/8/2021,45,VA,6143453,72,5430637,63.6,774346,14.3
11/8/2021,45,MA,5609098,81.4,4831828,70.1,644039,13.3
11/8/2021,45,ID,886596,49.6,792456,44.3,142420,18
11/8/2021,45,CO,3938949,68.4,3576147,62.1,604857,16.9
11/8/2021,45,DE,677537,69.6,586008,60.2,72989,12.5
11/8/2021,45,ME,1043492,77.6,954455,71,142908,15
11/8/2021,45,MN,3720273,66,3473684,61.6,638921,18.4
11/8/2021,45,AS,35290,74.5,31094,65.6,414,1.3
11/8/2021,45,RI,838375,79.1,756337,71.4,111550,14.7
11/8/2021,45,VT,502669,80.6,447567,71.7,95501,21.3
11/8/2021,45,IL,8423469,66.5,7730586,61,1118088,14.5
11/8/2021,45,TN,3747752,54.9,3276746,48,491649,15
11/8/2021,45,NH,1074741,79,861379,63.4,24543,2.8
11/8/2021,45,DC,538192,76.3,445415,63.1,45989,10.3
11/8/2021,45,OK,2384304,60.3,2000242,50.5,272762,13.6
11/8/2021,45,DD2,3490435,0,2695919,0,683,0
11/8/2021,45,TX,17930218,61.8,15579305,53.7,1885820,12.1
11/8/2021,45,SD,556862,62.9,471566,53.3,71165,15.1
11/8/2021,45,VI,56332,53,49505,46.6,3744,7.6
11/7/2021,45,WA,5320044,69.9,4863145,63.9,659938,13.6
11/7/2021,45,CO,3930440,68.3,3573208,62,587405,16.4
11/7/2021,45,AS,35289,74.5,31094,65.6,414,1.3
11/7/2021,45,SD,556494,62.9,471405,53.3,70874,15
11/7/2021,45,AL,2693121,54.9,2211121,45.1,269030,12.2
11/7/2021,45,AK,438180,59.9,387489,53,68161,17.6
11/7/2021,45,MI,5860936,58.7,5371650,53.8,892066,16.6
11/7/2021,45,DD2,3483958,0,2689453,0,678,0
11/7/2021,45,IH2,938869,45.1,775547,37.2,75558,9.7
11/7/2021,45,ME,1042363,77.5,954301,71,142177,14.9
11/7/2021,45,KS,1842609,63.2,1561245,53.6,205511,13.2
11/7/2021,45,AR,1765028,58.5,1460131,48.4,199269,13.6
11/7/2021,45,OR,2903671,68.8,2666106,63.2,399930,15
11/7/2021,45,WY,297807,51.5,256745,44.4,43066,16.8
11/7/2021,45,WV,881224,49.2,736505,41.1,47963,6.5
12/16/2020,51,NM,0,0,0,0,,0
11/7/2021,45,KY,2589418,58,2282061,51.1,345317,15.1
11/7/2021,45,NC,6866375,65.5,5579160,53.2,486714,8.7
11/7/2021,45,GA,6083219,57.3,5161287,48.6,567996,11
11/7/2021,45,NH,1069547,78.7,860830,63.3,23951,2.8
11/7/2021,45,IN,3645063,54.1,3370358,50.1,468037,13.9
11/7/2021,45,MH,24513,31.5,20765,26.7,223,1.1
11/7/2021,45,UT,1975519,61.6,1734414,54.1,170580,9.8
11/7/2021,45,OK,2380198,60.2,1997888,50.5,267174,13.4
11/7/2021,45,MS,1559824,52.4,1369586,46,154052,11.2
11/7/2021,45,MO,3519135,57.3,3073465,50.1,426845,13.9
11/7/2021,45,MD,4435202,73.4,4009204,66.3,579951,14.5
11/7/2021,45,MP,36728,70.8,35015,67.5,3827,10.9
11/7/2021,45,BP2,128636,0,122848,0,6229,5.1
12/16/2020,51,CT,0,0,0,0,,0
11/7/2021,45,MT,613508,57.4,543478,50.9,99122,18.2
11/7/2021,45,FL,14933856,69.5,12904395,60.1,1586941,12.3
11/7/2021,45,TX,17914285,61.8,15565536,53.7,1839548,11.8
11/7/2021,45,ID,885581,49.6,791498,44.3,139097,17.6
11/7/2021,45,VT,501856,80.4,447124,71.7,90907,20.3
11/7/2021,45,CA,29752762,75.3,24408625,61.8,2881021,11.8
11/7/2021,45,NY,14587895,75,13068365,67.2,977216,7.5
11/7/2021,45,NJ,6735119,75.8,5929982,66.8,721776,12.2
11/7/2021,45,CT,2849557,79.9,2533601,71.1,346189,13.7
11/7/2021,45,RP,18028,83.7,15726,73,1419,9
11/7/2021,45,PR,2636079,82.5,2357699,73.8,212485,9
11/7/2021,45,NM,1528799,72.9,1310545,62.5,215886,16.5
11/7/2021,45,NE,1187006,61.4,1093174,56.5,163914,15
11/7/2021,45,DE,677424,69.6,585901,60.2,72942,12.4
11/7/2021,45,US,223629671,67.4,193832584,58.4,24084107,12.4
11/7/2021,45,AZ,4491173,61.7,3894266,53.5,458658,11.8
11/7/2021,45,MA,5591943,81.1,4826732,70,608754,12.6
11/7/2021,45,GU,132717,78.8,121847,72.3,11860,9.7
11/7/2021,45,OH,6570692,56.2,6096447,52.2,917007,15
11/7/2021,45,NV,1970484,64,1644160,53.4,180031,10.9
11/7/2021,45,MN,3715542,65.9,3471790,61.6,619675,17.8
11/7/2021,45,VA2,3133985,0,2870874,0,379863,13.2
11/7/2021,45,VI,56322,53,49503,46.6,3731,7.5
11/7/2021,45,HI,1126178,79.5,851175,60.1,88590,10.4
11/7/2021,45,ND,423822,55.6,365140,47.9,62099,17
11/7/2021,45,IL,8406002,66.3,7719338,60.9,1057863,13.7
11/7/2021,45,IA,1895233,60.1,1761869,55.8,302615,17.2
11/7/2021,45,DC,536901,76.1,445095,63.1,44765,10.1
11/7/2021,45,PA,10214769,79.8,7819038,61.1,666798,8.5
11/7/2021,45,SC,2993419,58.1,2593961,50.4,365286,14.1
11/7/2021,45,LA,2518518,54.2,2230319,48,288163,12.9
11/7/2021,45,WI,3678315,63.2,3415322,58.7,590297,17.3
11/7/2021,45,RI,836531,79,755703,71.3,106351,14.1
11/7/2021,45,FM,47023,46,41239,40.3,308,0.7
11/7/2021,45,VA,6128148,71.8,5423258,63.5,745224,13.7
11/7/2021,45,TN,3747384,54.9,3276561,48,491487,15
11/6/2021,44,WV,880713,49.1,736366,41.1,47586,6.5
11/6/2021,44,MO,3512356,57.2,3069554,50,407223,13.3
11/6/2021,44,MH,24116,31,20293,26.1,105,0.5
11/6/2021,44,MT,613043,57.4,543376,50.8,98939,18.2
11/6/2021,44,NV,1966457,63.8,1641477,53.3,170823,10.4
11/6/2021,44,WA,5319214,69.9,4862905,63.9,659318,13.6
11/6/2021,44,IA,1894820,60.1,1761787,55.8,302115,17.1
11/6/2021,44,LA,2515574,54.1,2227527,47.9,276654,12.4
11/6/2021,44,WI,3672007,63.1,3411784,58.6,558940,16.4
11/6/2021,44,IN,3638819,54.1,3367322,50,447022,13.3
11/6/2021,44,WY,297672,51.4,256695,44.4,43004,16.8
11/6/2021,44,TN,3746646,54.9,3276318,48,490788,15
11/6/2021,44,PR,2635581,82.5,2357655,73.8,212184,9
11/6/2021,44,DC,535318,75.9,444549,63,42721,9.6
11/6/2021,44,MP,36727,70.8,35014,67.5,3801,10.9
11/6/2021,44,CO,3921929,68.1,3568439,62,556426,15.6
11/6/2021,44,MA,5577690,80.9,4821830,70,573508,11.9
11/6/2021,44,FM,47023,46,41239,40.3,308,0.7
11/6/2021,44,SD,556057,62.9,471272,53.3,70465,15
11/6/2021,44,IL,8389587,66.2,7708553,60.8,1005133,13
11/6/2021,44,SC,2987774,58,2589904,50.3,352518,13.6
11/6/2021,44,GU,132702,78.8,121838,72.3,11859,9.7
11/6/2021,44,MI,5851167,58.6,5366694,53.7,852386,15.9
11/6/2021,44,IH2,937131,45,774765,37.2,72984,9.4
11/6/2021,44,NH,1067577,78.5,860581,63.3,23489,2.7
11/6/2021,44,MS,1559585,52.4,1369442,46,153821,11.2
11/6/2021,44,KY,2584844,57.9,2278795,51,326858,14.3
11/6/2021,44,CT,2843906,79.8,2531532,71,328911,13
11/6/2021,44,NC,6851022,65.3,5573980,53.1,465932,8.4
11/6/2021,44,NM,1525104,72.7,1309084,62.4,206292,15.8
11/6/2021,44,DE,677195,69.5,585811,60.2,72805,12.4
11/6/2021,44,VI,56316,53,49499,46.6,3728,7.5
11/6/2021,44,OK,2376302,60.1,1994874,50.4,257111,12.9
11/6/2021,44,MD,4429037,73.3,4004924,66.2,553285,13.8
11/6/2021,44,ME,1041524,77.5,954158,71,141963,14.9
11/6/2021,44,AR,1762137,58.4,1458156,48.3,191081,13.1
11/6/2021,44,AZ,4484322,61.6,3888617,53.4,439866,11.3
11/6/2021,44,AK,438100,59.9,387463,53,68132,17.6
11/6/2021,44,FL,14917928,69.5,12891833,60,1532872,11.9
11/6/2021,44,MN,3707639,65.7,3468734,61.5,591174,17
11/6/2021,44,NY,14563527,74.9,13051766,67.1,938702,7.2
11/6/2021,44,OH,6561308,56.1,6090049,52.1,870052,14.3
11/6/2021,44,NE,1186856,61.4,1093116,56.5,163640,15
11/6/2021,44,TX,17897861,61.7,15551777,53.6,1787725,11.5
11/6/2021,44,GA,6082355,57.3,5160906,48.6,567376,11
11/6/2021,44,ND,422568,55.5,364585,47.8,58526,16.1
11/6/2021,44,RI,834950,78.8,755040,71.3,100724,13.3
11/6/2021,44,OR,2900211,68.8,2663594,63.2,379905,14.3
11/6/2021,44,PA,10168585,79.4,7807882,61,636376,8.2
11/6/2021,44,KS,1837853,63.1,1559030,53.5,194224,12.5
11/6/2021,44,ID,884123,49.5,790075,44.2,132776,16.8
11/6/2021,44,CA,29685821,75.1,24374216,61.7,2748499,11.3
11/6/2021,44,RP,18026,83.7,15721,73,1186,7.5
11/6/2021,44,AL,2689496,54.9,2208029,45,258842,11.7
11/6/2021,44,UT,1975028,61.6,1734354,54.1,170390,9.8
11/6/2021,44,VA,6116981,71.7,5418205,63.5,720808,13.3
11/6/2021,44,NJ,6719157,75.6,5922775,66.7,686471,11.6
11/6/2021,44,VT,501233,80.3,446736,71.6,86754,19.4
11/6/2021,44,US,223245121,67.2,193627929,58.3,23175194,12
11/6/2021,44,DD2,3476806,0,2683060,0,672,0
11/6/2021,44,HI,1124166,79.4,850510,60.1,86990,10.2
11/6/2021,44,BP2,128635,0,122847,0,6229,5.1
11/6/2021,44,AS,35288,74.5,31094,65.6,414,1.3
11/6/2021,44,VA2,3124950,0,2869201,0,364312,12.7
11/5/2021,44,GA,6070072,57.2,5149397,48.5,524714,10.2
11/5/2021,44,MO,3508567,57.2,3066966,50,393655,12.8
11/5/2021,44,KS,1834175,63,1557100,53.4,185412,11.9
11/5/2021,44,WA,5314169,69.8,4858676,63.8,634732,13.1
12/27/2020,53,FL,0,0,0,0,,0
11/5/2021,44,NE,1185648,61.3,1092256,56.5,157644,14.4
11/5/2021,44,MI,5844248,58.5,5362760,53.7,820771,15.3
11/5/2021,44,AS,35287,74.5,31094,65.6,414,1.3
11/5/2021,44,MA,5568932,80.8,4818711,69.9,552175,11.5
11/5/2021,44,NY,14544831,74.8,13038415,67,902891,6.9
11/5/2021,44,WI,3668056,63,3409332,58.6,533501,15.6
11/5/2021,44,MD,4423295,73.2,4000327,66.2,524649,13.1
11/5/2021,44,NM,1522958,72.6,1308007,62.4,199913,15.3
11/5/2021,44,PA,10130128,79.1,7794577,60.9,599265,7.7
11/5/2021,44,UT,1972624,61.5,1731863,54,161587,9.3
11/5/2021,44,TN,3743419,54.8,3273222,47.9,476955,14.6
11/5/2021,44,RI,833615,78.7,754331,71.2,98098,13
11/5/2021,44,TX,17879878,61.7,15536798,53.6,1727629,11.1
11/5/2021,44,MN,3701677,65.6,3466294,61.5,567091,16.4
11/5/2021,44,IH2,935362,44.9,773992,37.2,69625,9
11/5/2021,44,ID,882949,49.4,789098,44.2,127743,16.2
11/5/2021,44,SD,554587,62.7,470541,53.2,66727,14.2
11/5/2021,44,DE,676938,69.5,585705,60.1,72605,12.4
11/5/2021,44,US,222902939,67.1,193425862,58.3,22271357,11.5
11/5/2021,44,MH,24116,31,20293,26.1,105,0.5
11/5/2021,44,AR,1760122,58.3,1456597,48.3,183893,12.6
11/5/2021,44,ME,1039835,77.4,953207,70.9,135512,14.2
11/5/2021,44,NC,6830289,65.1,5566902,53.1,442720,8
11/5/2021,44,VT,500553,80.2,446336,71.5,82044,18.4
11/5/2021,44,IA,1892307,60,1760389,55.8,287728,16.3
11/5/2021,44,IN,3635009,54,3365638,50,435237,12.9
11/5/2021,44,OR,2897123,68.7,2661407,63.1,361700,13.6
11/5/2021,44,SC,2983292,57.9,2587217,50.2,342425,13.2
11/5/2021,44,GU,132464,78.6,121481,72.1,10758,8.9
11/5/2021,44,OH,6554646,56.1,6085647,52.1,836817,13.8
11/5/2021,44,WV,880195,49.1,736199,41.1,47085,6.4
11/5/2021,44,MP,36643,70.7,34979,67.5,3479,9.9
11/5/2021,44,NH,1061907,78.1,859959,63.2,23024,2.7
11/5/2021,44,MS,1559285,52.4,1369214,46,153496,11.2
11/5/2021,44,AK,437494,59.8,387028,52.9,65533,16.9
11/5/2021,44,CO,3916273,68,3564615,61.9,535941,15
11/5/2021,44,AL,2688481,54.8,2207077,45,255968,11.6
11/5/2021,44,VI,56223,52.9,49413,46.5,3495,7.1
11/5/2021,44,RP,18024,83.7,15716,73,962,6.1
11/5/2021,44,CA,29638088,75,24347393,61.6,2640222,10.8
11/5/2021,44,MT,612140,57.3,542662,50.8,93312,17.2
11/5/2021,44,DC,533815,75.6,443934,62.9,40913,9.2
11/5/2021,44,ND,421444,55.3,364057,47.8,55042,15.1
11/5/2021,44,HI,1122158,79.3,849770,60,84941,10
11/5/2021,44,VA2,3117458,0,2867379,0,346607,12.1
11/5/2021,44,LA,2513209,54.1,2225163,47.9,266276,12
11/5/2021,44,CT,2839105,79.6,2529755,71,315974,12.5
11/5/2021,44,FM,47023,46,41239,40.3,307,0.7
11/5/2021,44,NJ,6706121,75.5,5917377,66.6,655582,11.1
11/5/2021,44,KY,2581520,57.8,2276697,51,313848,13.8
11/5/2021,44,IL,8373651,66.1,7696802,60.7,964076,12.5
11/5/2021,44,NV,1964166,63.8,1640000,53.2,164789,10
11/5/2021,44,BP2,128117,0,122222,0,5068,4.1
11/5/2021,44,FL,14905682,69.4,12882180,60,1486010,11.5
11/5/2021,44,OK,2371929,59.9,1992503,50.4,248447,12.5
11/5/2021,44,VA,6107963,71.6,5412377,63.4,693480,12.8
11/5/2021,44,DD2,3469714,0,2677290,0,661,0
11/5/2021,44,PR,2633729,82.5,2356244,73.8,204334,8.7
11/5/2021,44,AZ,4478629,61.5,3884433,53.4,424882,10.9
11/5/2021,44,WY,297100,51.3,256237,44.3,41181,16.1
11/4/2021,44,CT,2836124,79.5,2528365,70.9,305269,12.1
11/4/2021,44,VT,499981,80.1,445881,71.5,78301,17.6
11/4/2021,44,PA,10099770,78.9,7785241,60.8,571018,7.3
11/4/2021,44,IA,1889389,59.9,1758689,55.7,269243,15.3
11/4/2021,44,WI,3665028,62.9,3407176,58.5,513504,15.1
12/16/2020,51,AL,0,0,0,0,,0
11/4/2021,44,BP2,128064,0,121972,0,4825,4
11/4/2021,44,ND,420616,55.2,363526,47.7,51546,14.2
11/4/2021,44,AZ,4474628,61.5,3881149,53.3,413201,10.6
11/4/2021,44,PR,2631983,82.4,2354881,73.7,197181,8.4
11/4/2021,44,DD2,3408098,0,2655595,0,590,0
11/4/2021,44,MP,36640,64.4,34957,61.5,3290,9.4
11/4/2021,44,WV,879688,49.1,736026,41.1,46427,6.3
11/4/2021,44,MA,5561251,80.7,4815714,69.9,532373,11.1
11/4/2021,44,HI,1120563,79.1,849052,60,82523,9.7
11/4/2021,44,NY,14527240,74.7,13025675,67,867282,6.7
11/4/2021,44,RP,18014,99.9,15715,87.8,804,5.1
11/4/2021,44,VA2,3110369,0,2865657,0,329083,11.5
11/4/2021,44,AS,35263,74.4,31042,65.5,317,1
11/4/2021,44,ID,881877,49.3,788073,44.1,122751,15.6
11/4/2021,44,IL,8363968,66,7690351,60.7,934971,12.2
11/4/2021,44,NM,1521006,72.5,1306836,62.3,194076,14.9
11/4/2021,44,US,222591394,67,193227813,58.2,21483519,11.1
11/4/2021,44,MH,24116,41.3,20293,34.7,105,0.5
11/4/2021,44,VI,56140,53.6,49338,47.1,3295,6.7
11/4/2021,44,ME,1038390,77.2,952454,70.9,130329,13.7
11/4/2021,44,NC,6828604,65.1,5543800,52.9,422242,7.6
11/4/2021,44,MI,5838470,58.5,5359104,53.7,790023,14.7
11/4/2021,44,FL,14894249,69.3,12872953,59.9,1446954,11.2
11/4/2021,44,NH,1058977,77.9,857767,63.1,22707,2.6
11/4/2021,44,CA,29600696,74.9,24321573,61.6,2539744,10.4
11/4/2021,44,GU,132375,79.9,121410,73.2,10518,8.7
11/4/2021,44,GA,6069316,57.2,5148931,48.5,524044,10.2
11/4/2021,44,MD,4418412,73.1,3996775,66.1,503125,12.6
